Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Ecotype,elev,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_and_growth_condition,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25384872,AMPLICON,476,109360524,PRJNA985135,SAMN35789878,"MIMS.me,MIGS/MIMS/MIMARKS.soil",37431695,UNIVERSITY OF VIGO,2018-07-24,public,missing,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,976,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21122798,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.83722 N 4.96981 W,Lucas0511,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_511,SRP450765
SRR25384873,AMPLICON,476,251580280,PRJNA985135,SAMN35789419,"MIMS.me,MIGS/MIMS/MIMARKS.soil",86789019,UNIVERSITY OF VIGO,2018-05-25,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,17,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122797,Netherlands,Europe,Netherlands,Illumina MiSeq,missing,missing,52.01883 N 6.45866 E,Lucas0052,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_52,SRP450765
SRR25384874,AMPLICON,476,214932564,PRJNA985135,SAMN35789877,"MIMS.me,MIGS/MIMS/MIMARKS.soil",72612983,UNIVERSITY OF VIGO,2018-07-25,public,missing,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,missing,163,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122796,Portugal,Europe,Portugal,Illumina MiSeq,missing,missing,37.99371 N 8.10414 W,Lucas0510,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_510,SRP450765
SRR25384875,AMPLICON,476,147611884,PRJNA985135,SAMN35789876,"MIMS.me,MIGS/MIMS/MIMARKS.soil",50449766,UNIVERSITY OF VIGO,2018-07-25,public,missing,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,413,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122795,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,64.44205 N 17.42564 E,Lucas0509,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_509,SRP450765
SRR25384876,AMPLICON,476,250755372,PRJNA985135,SAMN35789875,"MIMS.me,MIGS/MIMS/MIMARKS.soil",86515005,UNIVERSITY OF VIGO,2018-07-30,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,missing,122,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122794,France,Europe,France,Illumina MiSeq,missing,missing,44.7403 N 0.60833 E,Lucas0508,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_508,SRP450765
SRR25384877,AMPLICON,476,333222848,PRJNA985135,SAMN35789874,"MIMS.me,MIGS/MIMS/MIMARKS.soil",114382744,UNIVERSITY OF VIGO,2018-07-24,public,missing,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,369,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122793,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,63.52851 N 14.22146 E,Lucas0507,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_507,SRP450765
SRR25384878,AMPLICON,476,200930072,PRJNA985135,SAMN35789873,"MIMS.me,MIGS/MIMS/MIMARKS.soil",71487689,UNIVERSITY OF VIGO,2018-07-25,public,missing,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,453,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122792,Germany,Europe,Germany,Illumina MiSeq,missing,missing,51.43337 N 8.51876 E,Lucas0506,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_506,SRP450765
SRR25384879,AMPLICON,476,128978388,PRJNA985135,SAMN35789407,"MIMS.me,MIGS/MIMS/MIMARKS.soil",45528336,UNIVERSITY OF VIGO,2018-05-17,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,203,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21122791,Italy,Europe,Italy,Illumina MiSeq,missing,missing,44.82273 N 8.24552 E,Lucas0040,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_40,SRP450765
SRR25384880,AMPLICON,476,96829824,PRJNA985135,SAMN35789757,"MIMS.me,MIGS/MIMS/MIMARKS.soil",33472549,UNIVERSITY OF VIGO,2018-07-05,public,missing,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,17,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21122790,France,Europe,France,Illumina MiSeq,missing,missing,46.53183 N 1.12872 W,Lucas0390,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_390,SRP450765
SRR25384881,AMPLICON,476,65793196,PRJNA985135,SAMN35789756,"MIMS.me,MIGS/MIMS/MIMARKS.soil",22681601,UNIVERSITY OF VIGO,2018-07-09,public,missing,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,missing,1074,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122789,France,Europe,France,Illumina MiSeq,missing,missing,46.7324 N 6.14221 E,Lucas0389,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_389,SRP450765
SRR25384882,AMPLICON,476,62150368,PRJNA985135,SAMN35789755,"MIMS.me,MIGS/MIMS/MIMARKS.soil",21551631,UNIVERSITY OF VIGO,2018-07-04,public,missing,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,1274,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122788,Spain,Europe,Spain,Illumina MiSeq,missing,missing,42.00368 N 6.7408 W,Lucas0388,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_388,SRP450765
SRR25384883,AMPLICON,476,85749496,PRJNA985135,SAMN35789754,"MIMS.me,MIGS/MIMS/MIMARKS.soil",34260036,UNIVERSITY OF VIGO,2018-07-09,public,missing,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,1229,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122787,Greece,Europe,Greece,Illumina MiSeq,missing,missing,37.27522 N 22.57974 E,Lucas0387,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_387,SRP450765
SRR25384884,AMPLICON,476,317289700,PRJNA985135,SAMN35789753,"MIMS.me,MIGS/MIMS/MIMARKS.soil",109400214,UNIVERSITY OF VIGO,2018-07-04,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,174,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122786,Portugal,Europe,Portugal,Illumina MiSeq,missing,missing,38.44107 N 8.08619 W,Lucas0386,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_386,SRP450765
SRR25384885,AMPLICON,476,195577452,PRJNA985135,SAMN35789752,"MIMS.me,MIGS/MIMS/MIMARKS.soil",66618006,UNIVERSITY OF VIGO,2018-07-09,public,missing,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,382,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122785,Italy,Europe,Italy,Illumina MiSeq,missing,missing,43.2417 N 13.00909 E,Lucas0385,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_385,SRP450765
SRR25384886,AMPLICON,476,142438240,PRJNA985135,SAMN35789751,"MIMS.me,MIGS/MIMS/MIMARKS.soil",48969898,UNIVERSITY OF VIGO,2018-07-04,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,753,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122784,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.54994 N 3.00809 W,Lucas0384,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_384,SRP450765
SRR25384887,AMPLICON,476,154812336,PRJNA985135,SAMN35789750,"MIMS.me,MIGS/MIMS/MIMARKS.soil",52321817,UNIVERSITY OF VIGO,2018-07-04,public,missing,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,1058,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122783,Italy,Europe,Italy,Illumina MiSeq,missing,missing,44.25825 N 10.66228 E,Lucas0383,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_383,SRP450765
SRR25384888,AMPLICON,476,204498644,PRJNA985135,SAMN35789749,"MIMS.me,MIGS/MIMS/MIMARKS.soil",71149472,UNIVERSITY OF VIGO,2018-07-04,public,missing,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,1020,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122782,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.76727 N 2.88559 W,Lucas0382,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_382,SRP450765
SRR25384889,AMPLICON,476,71344784,PRJNA985135,SAMN35789748,"MIMS.me,MIGS/MIMS/MIMARKS.soil",24054474,UNIVERSITY OF VIGO,2018-07-01,public,missing,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,missing,90,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21122781,Finland,Europe,Finland,Illumina MiSeq,missing,missing,62.25921 N 30.52627 E,Lucas0381,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_381,SRP450765
SRR25384890,AMPLICON,476,85432480,PRJNA985135,SAMN35789406,"MIMS.me,MIGS/MIMS/MIMARKS.soil",29439500,UNIVERSITY OF VIGO,2018-05-30,public,missing,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,missing,-2,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21122780,Poland,Europe,Poland,Illumina MiSeq,missing,missing,54.14221 N 19.1307 E,Lucas0039,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_39,SRP450765
SRR25384891,AMPLICON,476,98302092,PRJNA985135,SAMN35789747,"MIMS.me,MIGS/MIMS/MIMARKS.soil",33962806,UNIVERSITY OF VIGO,2018-07-09,public,missing,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,186,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122779,Poland,Europe,Poland,Illumina MiSeq,missing,missing,53.38555 N 23.69424 E,Lucas0380,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_380,SRP450765
SRR25384892,AMPLICON,476,82869696,PRJNA985135,SAMN35789746,"MIMS.me,MIGS/MIMS/MIMARKS.soil",28536130,UNIVERSITY OF VIGO,2018-07-05,public,missing,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,39,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122778,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,58.88659 N 17.33659 E,Lucas0379,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_379,SRP450765
SRR25384893,AMPLICON,476,312131764,PRJNA985135,SAMN35789745,"MIMS.me,MIGS/MIMS/MIMARKS.soil",107478105,UNIVERSITY OF VIGO,2018-07-04,public,missing,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,missing,726,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21122777,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.82525 N 3.13762 W,Lucas0378,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_378,SRP450765
SRR25384894,AMPLICON,476,157594080,PRJNA985135,SAMN35789744,"MIMS.me,MIGS/MIMS/MIMARKS.soil",66522568,UNIVERSITY OF VIGO,2018-07-04,public,missing,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,1093,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX21122776,Spain,Europe,Spain,Illumina MiSeq,missing,missing,42.01164 N 6.69355 W,Lucas0377,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_377,SRP450765
SRR25384895,AMPLICON,476,310732800,PRJNA985135,SAMN35789743,"MIMS.me,MIGS/MIMS/MIMARKS.soil",105734164,UNIVERSITY OF VIGO,2018-06-29,public,missing,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,90,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122775,Finland,Europe,Finland,Illumina MiSeq,missing,missing,61.30605 N 27.71833 E,Lucas0376,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_376,SRP450765
SRR25384896,AMPLICON,476,111227396,PRJNA985135,SAMN35789742,"MIMS.me,MIGS/MIMS/MIMARKS.soil",37970048,UNIVERSITY OF VIGO,2018-07-04,public,missing,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,1121,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX21122774,Spain,Europe,Spain,Illumina MiSeq,missing,missing,42.14087 N 6.58115 W,Lucas0375,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_375,SRP450765
SRR25384897,AMPLICON,476,178199168,PRJNA985135,SAMN35789741,"MIMS.me,MIGS/MIMS/MIMARKS.soil",60532206,UNIVERSITY OF VIGO,2018-07-09,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,255,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21122773,Croatia,Europe,Croatia,Illumina MiSeq,missing,missing,46.12808 N 15.6798 E,Lucas0374,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_374,SRP450765
SRR25384898,AMPLICON,476,91161140,PRJNA985135,SAMN35789740,"MIMS.me,MIGS/MIMS/MIMARKS.soil",31356317,UNIVERSITY OF VIGO,2018-07-05,public,missing,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,220,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21122772,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,66.20834 N 22.07813 E,Lucas0373,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_373,SRP450765
SRR25384899,AMPLICON,476,164533208,PRJNA985135,SAMN35789456,"MIMS.me,MIGS/MIMS/MIMARKS.soil",57966401,UNIVERSITY OF VIGO,2018-05-28,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,1074,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123320,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.39302 N 1.33439 W,Lucas0089,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_89,SRP450765
SRR25384900,AMPLICON,476,64858808,PRJNA985135,SAMN35790247,"MIMS.me,MIGS/MIMS/MIMARKS.soil",26748311,UNIVERSITY OF VIGO,2018-10-02,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,195,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123319,Poland,Europe,Poland,Illumina MiSeq,missing,missing,50.18512 N 21.46407 E,Lucas0880,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_880,SRP450765
SRR25384901,AMPLICON,476,212062284,PRJNA985135,SAMN35790246,"MIMS.me,MIGS/MIMS/MIMARKS.soil",73950583,UNIVERSITY OF VIGO,2018-09-26,public,missing,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,276,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123318,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,57.48703 N 14.21592 E,Lucas0879,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_879,SRP450765
SRR25384902,AMPLICON,476,151441780,PRJNA985135,SAMN35790245,"MIMS.me,MIGS/MIMS/MIMARKS.soil",52595382,UNIVERSITY OF VIGO,2018-09-25,public,missing,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,199,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123317,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.32978 N 24.79932 E,Lucas0878,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_878,SRP450765
SRR25384903,AMPLICON,476,187510204,PRJNA985135,SAMN35790244,"MIMS.me,MIGS/MIMS/MIMARKS.soil",64992153,UNIVERSITY OF VIGO,2018-09-25,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,304,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123316,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.64641 N 27.07456 E,Lucas0877,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_877,SRP450765
SRR25384904,AMPLICON,476,416830820,PRJNA985135,SAMN35790243,"MIMS.me,MIGS/MIMS/MIMARKS.soil",143912070,UNIVERSITY OF VIGO,2018-09-25,public,missing,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,140,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123315,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.61173 N 26.51437 E,Lucas0876,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_876,SRP450765
SRR25384905,AMPLICON,476,207572652,PRJNA985135,SAMN35790242,"MIMS.me,MIGS/MIMS/MIMARKS.soil",71748826,UNIVERSITY OF VIGO,2018-10-19,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,206,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123314,Romania,Europe,Romania,Illumina MiSeq,missing,missing,44.82848 N 25.61689 E,Lucas0875,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_875,SRP450765
SRR25384906,AMPLICON,476,182628348,PRJNA985135,SAMN35790241,"MIMS.me,MIGS/MIMS/MIMARKS.soil",63426199,UNIVERSITY OF VIGO,2018-09-26,public,missing,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,67,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123313,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,55.51335 N 14.00503 E,Lucas0874,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_874,SRP450765
SRR25384907,AMPLICON,476,189833084,PRJNA985135,SAMN35790240,"MIMS.me,MIGS/MIMS/MIMARKS.soil",66191612,UNIVERSITY OF VIGO,2018-09-25,public,missing,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,missing,120,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123312,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.4242 N 26.53636 E,Lucas0873,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_873,SRP450765
SRR25384908,AMPLICON,476,176697864,PRJNA985135,SAMN35790239,"MIMS.me,MIGS/MIMS/MIMARKS.soil",61895333,UNIVERSITY OF VIGO,2018-09-26,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,312,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21123311,Poland,Europe,Poland,Illumina MiSeq,missing,missing,50.93195 N 21.07263 E,Lucas0872,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_872,SRP450765
SRR25384909,AMPLICON,476,220912076,PRJNA985135,SAMN35790238,"MIMS.me,MIGS/MIMS/MIMARKS.soil",76838367,UNIVERSITY OF VIGO,2018-10-04,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,408,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX21123310,Cyprus,Asia,Cyprus,Illumina MiSeq,missing,missing,34.72911 N 32.88678 E,Lucas0871,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_871,SRP450765
SRR25384910,AMPLICON,476,135575272,PRJNA985135,SAMN35789455,"MIMS.me,MIGS/MIMS/MIMARKS.soil",47751318,UNIVERSITY OF VIGO,2018-05-28,public,missing,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,157,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21123309,Finland,Europe,Finland,Illumina MiSeq,missing,missing,63.40089 N 30.42647 E,Lucas0088,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_88,SRP450765
SRR25384911,AMPLICON,476,144203248,PRJNA985135,SAMN35790237,"MIMS.me,MIGS/MIMS/MIMARKS.soil",58191194,UNIVERSITY OF VIGO,2018-09-25,public,missing,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,317,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123308,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,43.79232 N 22.49764 E,Lucas0870,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_870,SRP450765
SRR25384912,AMPLICON,476,184523780,PRJNA985135,SAMN35790236,"MIMS.me,MIGS/MIMS/MIMARKS.soil",65219607,UNIVERSITY OF VIGO,2018-09-25,public,missing,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,243,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123307,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,42.80418 N 27.1209 E,Lucas0869,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_869,SRP450765
SRR25384913,AMPLICON,476,329548604,PRJNA985135,SAMN35790235,"MIMS.me,MIGS/MIMS/MIMARKS.soil",116351240,UNIVERSITY OF VIGO,2018-09-25,public,missing,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,416,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21123306,Germany,Europe,Germany,Illumina MiSeq,missing,missing,50.86684 N 9.61648 E,Lucas0868,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_868,SRP450765
SRR25384914,AMPLICON,476,172110176,PRJNA985135,SAMN35790234,"MIMS.me,MIGS/MIMS/MIMARKS.soil",61513884,UNIVERSITY OF VIGO,2018-10-09,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,104,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21123305,Greece,Europe,Greece,Illumina MiSeq,missing,missing,38.36901 N 23.29283 E,Lucas0867,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:31:00Z,1,LUCAS_867,SRP450765
