Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,elev,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR24069561,AMPLICON,879,9597100,PRJNA952168,SAMN34067358,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3611122,UNIVERSITY OF ZURICH,2018-08-07,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,497,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870870,France,Europe,France,Sequel II,47.34832 N 4.5325 E,ITS__683,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_683,SRP430822
SRR24069562,AMPLICON,863,2847658,PRJNA952168,SAMN34067357,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1129721,UNIVERSITY OF ZURICH,2018-08-06,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,324,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870869,Spain,Europe,Spain,Sequel II,41.96544 N 0.0756 E,ITS__682,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_682,SRP430822
SRR24069563,AMPLICON,991,9237002,PRJNA952168,SAMN34067356,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3551608,UNIVERSITY OF ZURICH,2018-08-21,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,109,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19870688,Finland,Europe,Finland,Sequel II,64.88732 N 26.77897 E,ITS__681,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_681,SRP430822
SRR24069564,AMPLICON,1169,16841831,PRJNA952168,SAMN34067259,"MIMS.me,MIGS/MIMS/MIMARKS.soil",6625532,UNIVERSITY OF ZURICH,2018-08-17,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",20cm,505,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870867,Spain,Europe,Spain,Sequel II,38.48394 N 1.72066 W,ITS__584,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_584,SRP430822
SRR24069565,AMPLICON,1222,8943667,PRJNA952168,SAMN34067258,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3598363,UNIVERSITY OF ZURICH,2018-08-08,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,301,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19870866,Spain,Europe,Spain,Sequel II,38.69975 N 6.46419 W,ITS__583,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_583,SRP430822
SRR24069566,AMPLICON,1109,16739565,PRJNA952168,SAMN34067257,"MIMS.me,MIGS/MIMS/MIMARKS.soil",6460505,UNIVERSITY OF ZURICH,2018-08-14,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,324,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870865,Finland,Europe,Finland,Sequel II,66.19299 N 29.15607 E,ITS__582,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_582,SRP430822
SRR24069567,AMPLICON,916,6614255,PRJNA952168,SAMN34067256,"MIMS.me,MIGS/MIMS/MIMARKS.soil",2519346,UNIVERSITY OF ZURICH,2018-08-20,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,645,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870864,Sweden,Europe,Sweden,Sequel II,61.96945 N 12.98245 E,ITS__581,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_581,SRP430822
SRR24069568,AMPLICON,918,4916909,PRJNA952168,SAMN34067255,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1910611,UNIVERSITY OF ZURICH,2018-07-30,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,571,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870863,Slovakia,Europe,Slovakia,Sequel II,48.97882 N 20.43284 E,ITS__580,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_580,SRP430822
SRR24069569,AMPLICON,1193,17145303,PRJNA952168,SAMN34067254,"MIMS.me,MIGS/MIMS/MIMARKS.soil",6791366,UNIVERSITY OF ZURICH,2018-08-01,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",20cm,970,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870862,Spain,Europe,Spain,Sequel II,38.90446 N 2.58568 W,ITS__579,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_579,SRP430822
SRR24069570,AMPLICON,1122,14930849,PRJNA952168,SAMN34067253,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5823957,UNIVERSITY OF ZURICH,2018-07-30,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",20cm,295,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19870861,Slovakia,Europe,Slovakia,Sequel II,48.69308 N 20.94968 E,ITS__578,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_578,SRP430822
SRR24069571,AMPLICON,894,11079598,PRJNA952168,SAMN34067252,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4113296,UNIVERSITY OF ZURICH,2018-08-01,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,166,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870860,Portugal,Europe,Portugal,Sequel II,38.1206 N 7.53141 W,ITS__577,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_577,SRP430822
SRR24069572,AMPLICON,1093,12020244,PRJNA952168,SAMN34067251,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4712489,UNIVERSITY OF ZURICH,2018-08-01,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,37,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870859,Poland,Europe,Poland,Sequel II,54.40149 N 16.8004 E,ITS__576,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_576,SRP430822
SRR24069573,AMPLICON,1180,8955262,PRJNA952168,SAMN34066734,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3675178,UNIVERSITY OF ZURICH,2018-05-02,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,112,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX19870858,France,Europe,France,Sequel II,43.39552 N 3.08271 E,ITS__59,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_59,SRP430822
SRR24069574,AMPLICON,1141,11353470,PRJNA952168,SAMN34067250,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4466739,UNIVERSITY OF ZURICH,2018-08-06,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,300,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19870857,Spain,Europe,Spain,Sequel II,41.93673 N 0.1531 E,ITS__575,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_575,SRP430822
SRR24069575,AMPLICON,1201,16770217,PRJNA952168,SAMN34067249,"MIMS.me,MIGS/MIMS/MIMARKS.soil",6590200,UNIVERSITY OF ZURICH,2018-08-15,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,170,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870856,Sweden,Europe,Sweden,Sequel II,66.97558 N 23.61103 E,ITS__574,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_574,SRP430822
SRR24069576,AMPLICON,1116,9639339,PRJNA952168,SAMN34067248,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3761292,UNIVERSITY OF ZURICH,2018-08-06,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,205,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870855,France,Europe,France,Sequel II,48.62281 N 0.16577 W,ITS__573,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_573,SRP430822
SRR24069577,AMPLICON,1161,13137867,PRJNA952168,SAMN34067247,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5171570,UNIVERSITY OF ZURICH,2018-08-17,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,1073,ENVO:01000215,ENVO:01000215,ENVO:00001998,SRX19870854,Spain,Europe,Spain,Sequel II,38.0131 N 2.12005 W,ITS__572,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_572,SRP430822
SRR24069578,AMPLICON,1020,8880779,PRJNA952168,SAMN34067246,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3403788,UNIVERSITY OF ZURICH,2018-08-13,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,50,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870853,Sweden,Europe,Sweden,Sequel II,65.25526 N 21.30187 E,ITS__571,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_571,SRP430822
SRR24069579,AMPLICON,1002,10436912,PRJNA952168,SAMN34067245,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4003975,UNIVERSITY OF ZURICH,2018-07-31,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,727,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19870852,Spain,Europe,Spain,Sequel II,39.72917 N 4.16357 W,ITS__570,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_570,SRP430822
SRR24069580,AMPLICON,985,9712571,PRJNA952168,SAMN34067244,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3669856,UNIVERSITY OF ZURICH,2018-08-01,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,835,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19870851,Spain,Europe,Spain,Sequel II,42.25548 N 4.68205 W,ITS__569,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_569,SRP430822
SRR24069581,AMPLICON,1236,12868541,PRJNA952168,SAMN34067243,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5203642,UNIVERSITY OF ZURICH,2018-08-02,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,8,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19870850,France,Europe,France,Sequel II,45.6837 N 0.35691 W,ITS__568,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_568,SRP430822
SRR24069582,AMPLICON,1047,12025266,PRJNA952168,SAMN34067242,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4690446,UNIVERSITY OF ZURICH,2018-08-02,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,448,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870849,Czech Republic,Europe,Czech Republic,Sequel II,50.8275 N 14.18942 E,ITS__567,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_567,SRP430822
SRR24069583,AMPLICON,1097,17442186,PRJNA952168,SAMN34067241,"MIMS.me,MIGS/MIMS/MIMARKS.soil",6861989,UNIVERSITY OF ZURICH,2018-07-31,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",20cm,369,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870848,Spain,Europe,Spain,Sequel II,39.9413 N 4.82868 W,ITS__566,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_566,SRP430822
SRR24069584,AMPLICON,820,6100157,PRJNA952168,SAMN34066733,"MIMS.me,MIGS/MIMS/MIMARKS.soil",2287408,UNIVERSITY OF ZURICH,2018-05-28,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,1469,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19870847,Spain,Europe,Spain,Sequel II,40.27706 N 0.57967 W,ITS__58,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_58,SRP430822
SRR24069585,AMPLICON,1046,9719662,PRJNA952168,SAMN34067240,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3812529,UNIVERSITY OF ZURICH,2018-08-09,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,29,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19870846,Sweden,Europe,Sweden,Sequel II,56.07255 N 13.96576 E,ITS__565,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_565,SRP430822
SRR24069586,AMPLICON,1170,15127693,PRJNA952168,SAMN34067239,"MIMS.me,MIGS/MIMS/MIMARKS.soil",6013195,UNIVERSITY OF ZURICH,2018-08-16,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,622,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19870845,France,Europe,France,Sequel II,43.93088 N 2.96845 E,ITS__564,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_564,SRP430822
SRR24069587,AMPLICON,943,10485338,PRJNA952168,SAMN34067238,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3988100,UNIVERSITY OF ZURICH,2018-08-06,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,1253,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19870844,France,Europe,France,Sequel II,46.62452 N 6.15005 E,ITS__563,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_563,SRP430822
SRR24069588,AMPLICON,1081,13440865,PRJNA952168,SAMN34067237,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5268938,UNIVERSITY OF ZURICH,2018-08-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,711,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870843,Spain,Europe,Spain,Sequel II,39.58015 N 3.80035 W,ITS__562,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_562,SRP430822
SRR24069589,AMPLICON,913,12460464,PRJNA952168,SAMN34067236,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4686890,UNIVERSITY OF ZURICH,2018-08-06,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,1337,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870842,Spain,Europe,Spain,Sequel II,37.58563 N 3.64218 W,ITS__561,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_561,SRP430822
SRR24069590,AMPLICON,1264,21737523,PRJNA952168,SAMN34067235,"MIMS.me,MIGS/MIMS/MIMARKS.soil",8759603,UNIVERSITY OF ZURICH,2018-08-08,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",20cm,338,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19870841,Spain,Europe,Spain,Sequel II,41.56311 N 0.23742 E,ITS__560,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_560,SRP430822
SRR24069591,AMPLICON,1038,6183012,PRJNA952168,SAMN34067234,"MIMS.me,MIGS/MIMS/MIMARKS.soil",2514137,UNIVERSITY OF ZURICH,2018-08-08,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,487,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870840,Czech Republic,Europe,Czech Republic,Sequel II,49.59186 N 12.80801 E,ITS__559,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_559,SRP430822
SRR24069592,AMPLICON,956,5055542,PRJNA952168,SAMN34067233,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1972831,UNIVERSITY OF ZURICH,2018-08-20,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,204,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870839,Austria,Europe,Austria,Sequel II,47.98676 N 16.34223 E,ITS__558,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_558,SRP430822
SRR24069593,AMPLICON,911,8790339,PRJNA952168,SAMN34067232,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3360907,UNIVERSITY OF ZURICH,2018-08-15,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,44,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870838,Finland,Europe,Finland,Sequel II,64.68438 N 25.49299 E,ITS__557,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_557,SRP430822
SRR24069594,AMPLICON,1074,14976175,PRJNA952168,SAMN34067231,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5785103,UNIVERSITY OF ZURICH,2018-08-07,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,33,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870837,Sweden,Europe,Sweden,Sequel II,58.18312 N 16.61287 E,ITS__556,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_556,SRP430822
SRR24069595,AMPLICON,1091,6220845,PRJNA952168,SAMN34066732,"MIMS.me,MIGS/MIMS/MIMARKS.soil",2555356,UNIVERSITY OF ZURICH,2018-05-22,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,328,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870836,Italy,Europe,Italy,Sequel II,40.4738 N 16.42791 E,ITS__57,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_57,SRP430822
SRR24069596,AMPLICON,1182,21298376,PRJNA952168,SAMN34067230,"MIMS.me,MIGS/MIMS/MIMARKS.soil",8464189,UNIVERSITY OF ZURICH,2018-08-15,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,223,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19870835,Sweden,Europe,Sweden,Sequel II,67.03486 N 23.08536 E,ITS__555,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_555,SRP430822
SRR24069597,AMPLICON,1038,15164958,PRJNA952168,SAMN34067229,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5864074,UNIVERSITY OF ZURICH,2018-08-20,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,178,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19870834,Sweden,Europe,Sweden,Sequel II,66.89089 N 22.54752 E,ITS__554,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_554,SRP430822
SRR24069598,AMPLICON,943,8611209,PRJNA952168,SAMN34067228,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3348719,UNIVERSITY OF ZURICH,2018-08-19,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,87,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870833,France,Europe,France,Sequel II,47.97055 N 2.9119 W,ITS__553,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_553,SRP430822
SRR24069599,AMPLICON,918,12154618,PRJNA952168,SAMN34067227,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4558679,UNIVERSITY OF ZURICH,2018-08-07,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,1245,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870652,Austria,Europe,Austria,Sequel II,47.24091 N 14.23904 E,ITS__552,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_552,SRP430822
SRR24069600,AMPLICON,1131,8583906,PRJNA952168,SAMN34067130,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3463454,UNIVERSITY OF ZURICH,2018-07-11,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,121,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19870831,Germany,Europe,Germany,Sequel II,50.96461 N 6.71058 E,ITS__455,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_455,SRP430822
SRR24069601,AMPLICON,1043,10697111,PRJNA952168,SAMN34067129,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4265375,UNIVERSITY OF ZURICH,2018-07-19,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,136,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19870830,Finland,Europe,Finland,Sequel II,63.48714 N 24.31229 E,ITS__454,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_454,SRP430822
SRR24069602,AMPLICON,973,3717615,PRJNA952168,SAMN34067128,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1697705,UNIVERSITY OF ZURICH,2018-07-12,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",20cm,90,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19870829,Italy,Europe,Italy,Sequel II,45.39532 N 10.4463 E,ITS__453,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_453,SRP430822
SRR24069603,AMPLICON,1232,9440375,PRJNA952168,SAMN34067127,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4528555,UNIVERSITY OF ZURICH,2018-07-13,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,343,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19870828,United Kingdom,Europe,United Kingdom,Sequel II,54.09704 N 1.96795 W,ITS__452,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_452,SRP430822
SRR24069604,AMPLICON,1268,14384131,PRJNA952168,SAMN34067126,"MIMS.me,MIGS/MIMS/MIMARKS.soil",5724864,UNIVERSITY OF ZURICH,2018-07-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,148,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19870827,Finland,Europe,Finland,Sequel II,63.39918 N 24.26877 E,ITS__451,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_451,SRP430822
SRR24069605,AMPLICON,1312,18059723,PRJNA952168,SAMN34067125,"MIMS.me,MIGS/MIMS/MIMARKS.soil",7326394,UNIVERSITY OF ZURICH,2018-07-16,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,132,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19870826,United Kingdom,Europe,United Kingdom,Sequel II,51.21607 N 2.21648 W,ITS__450,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_450,SRP430822
SRR24069606,AMPLICON,1018,10769149,PRJNA952168,SAMN34067124,"MIMS.me,MIGS/MIMS/MIMARKS.soil",4218693,UNIVERSITY OF ZURICH,2018-07-24,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,70,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19870825,Finland,Europe,Finland,Sequel II,61.32058 N 22.71377 E,ITS__449,SINGLE,PCR,METAGENOMIC,soil metagenome,PACBIO_SMRT,2023-06-09T00:00:00Z,2023-04-05T05:01:00Z,1,LUCAS_449,SRP430822
